filename,title,description,keywords,category,releases_needed
packet-2026-06-14-001-1.jpg,Close-up of Hands with Futuristic and Fruit-Inspired Nail Colors,"Macro shot of hands featuring nails painted in various shades of futuristic blues and vibrant fruit-inspired colors, including glittery, matte, and glossy finishes. The nails are shaped almond style and set against a smooth neutral background with soft, even lighting that highlights the texture and color accuracy of the nail polish.","nails, nail polish, manicure, futuristic nails, fruit inspired nails, blue nails, glitter nails, matte nails, glossy nails, almond shaped nails, close-up, macro photography, hand care, beauty, cosmetics, colorful nails, vibrant colors, nail art, fashion nails, smooth background, neutral background, soft lighting, even lighting, skin tones, texture, color accuracy, trendy nails, modern manicure, polished nails, well-groomed hands, creative nail design, beauty trends, summer nails, spring nails, stylish nails, color contrast, hand model, natural skin",Beauty,False
packet-2026-06-14-001-2.jpg,Futuristic Blue and Fruit-Inspired Nail Art on Hands,"Close-up of hands with nails painted in vibrant futuristic blue shades combined with colorful fruit-inspired designs including kiwi, orange, raspberry, grape, and lemon motifs. The nails are elegantly shaped and displayed on a neutral textured surface with studio lighting highlighting the glossy finish and intricate details. The image captures a modern nail art trend with a focus on vivid colors and creative patterns.","nail art, manicure, futuristic nails, blue nails, fruit nail design, kiwi nail art, orange nail art, raspberry nail art, grape nail art, lemon nail art, colorful nails, vibrant nail polish, glossy nails, modern manicure, creative nail design, hand close-up, beauty, fashion nails, summer nails, trendy nails, stylish manicure, nail decoration, colorful nail art, nail polish, female hands, studio lighting, shallow depth of field, texture detail, neutral background, elegant nails, hand jewelry, gold rings, minimalist rings, hand fashion, beauty photography, nail trends, artistic nails, unique nail design, square format",Lifestyle,none
packet-2026-06-14-001-3.jpg,Close-up of Hands with Futuristic and Fruit-Inspired Nail Art,"Panoramic close-up image of multiple hands showcasing nails painted in futuristic blue shades and bright fruit-inspired colors including watermelon, strawberry, lemon, and orange designs. The nails feature vibrant, glossy finishes with smooth, neutral background and balanced lighting, highlighting the detailed nail art without any logos or identifiable people.","nail art, manicure, nail polish, futuristic nails, fruit nail design, blue nails, watermelon nails, strawberry nails, lemon nails, orange nails, colorful nails, hand close-up, beauty, fashion, cosmetics, glossy nails, vibrant colors, macro photography, wide-angle, modern manicure, creative nails, nail trends, summer nails, nail decoration, bright colors, neutral background, high resolution, balanced lighting, smooth skin, color accuracy, stylish nails, trendy nails, female hands, nail design, beauty product marketing, fashion magazine, banner image, header image",Beauty & Fashion,[]
packet-2026-06-14-001-4.jpg,Close-up of Hands with Futuristic Blue and Fruit-Inspired Nail Colors,"Vertical close-up portrait of hands showcasing nails painted in a variety of futuristic blue and vibrant fruit-inspired colors. The nails feature smooth, glossy finishes with some metallic and speckled effects, set against a neutral, soft background with diffused lighting to highlight the colors and textures.","nail polish, manicure, nail art, futuristic nails, blue nails, fruit inspired, colorful nails, glossy nails, metallic nails, speckled nails, close-up, hands, vertical format, portrait orientation, beauty, cosmetics, fashion, trendy nails, modern manicure, nail design, vibrant colors, soft lighting, neutral background, mobile marketing, social media, beauty trends, color fidelity, high detail, polished nails, creative nails, stylish nails, nail care, summer nails, spring nails, bright colors, color contrast, hand care",Beauty,False
packet-2026-06-14-002-1.jpg,Cozy Living Room with Warm Earth Tones and Textured Fabrics,"A cozy living room interior featuring a beige sofa adorned with rust and tan throw pillows and blankets. The room is decorated with a rustic wooden coffee table holding books, a ceramic mug, and a small potted succulent. Behind the sofa, built-in wooden shelves display pottery, framed abstract art, and books. A brick fireplace with a wooden mantel and a round mirror adds warmth to the space. Natural light filters through sheer curtains, highlighting the warm color palette and textured fabrics in a clean, inviting atmosphere.","cozy, living room, interior design, warm tones, earth colors, textured fabrics, beige sofa, throw pillows, rust color, tan, blankets, wooden coffee table, books, ceramic mug, potted succulent, built-in shelves, pottery, abstract art, brick fireplace, wooden mantel, round mirror, natural light, sheer curtains, rustic, home decor, inviting, comfortable, relaxing, modern rustic, clean composition, personalized decor, ambient lighting, textiles, interior styling, home interior, shelf decor, living space, natural materials",Interior Design,False
packet-2026-06-14-002-2.jpg,Cozy Living Room Corner with Green Armchair and Textured Decor,"A warm and inviting living room corner featuring a plush green armchair adorned with a patterned pillow and a soft white throw blanket. Next to the armchair is a rustic wooden side table holding a ceramic vase with dried flowers, a stack of vintage books, and an amber candle. The space is softly illuminated by natural light from large windows, highlighting the rich textures and earthy color palette. A wooden bookshelf with pottery and books adds to the personalized and cozy atmosphere.","living room, interior design, cozy corner, green armchair, textured fabrics, patterned pillow, white throw blanket, rustic side table, ceramic vase, dried flowers, vintage books, amber candle, natural light, window light, warm tones, earthy colors, wooden bookshelf, pottery, home decor, personalized decor, comfortable seating, relaxing space, interior styling, home library, quiet reading nook, soft lighting, decorative accents, textured rug, wood flooring, inviting atmosphere",Interior,[]
packet-2026-06-14-002-3.jpg,Cozy Living Room Decor with Textured Fabrics and Personalized Items,"Close-up of a cozy living room corner featuring wooden shelves with textured knitted blanket, ceramic mug, amber candle, green potted plant, stacked books, a small brass elephant figurine, and a framed abstract art print. The warm, neutral tones and natural lighting highlight the inviting and personalized interior design aesthetic.","cozy, living room, interior design, home decor, wooden shelves, textured fabrics, knitted blanket, ceramic mug, amber candle, potted plant, green leaves, stacked books, brass elephant figurine, decorative items, personalized decor, warm colors, neutral tones, natural light, art print, framed art, minimalist, tidy, comfortable, relaxing, modern rustic, home styling, interior details, cozy corner, soft lighting, natural materials, plant decor, shelf styling, inviting space, calm atmosphere, textured decor, simple design, ambient light",Interior Design,[]
packet-2026-06-14-002-4.jpg,Cozy Living Room Corner with Warm Textures and Personalized Decor,"Vertical view of a cozy living room corner featuring a comfortable armchair draped with a textured blanket and a patterned pillow. The scene includes a wooden side table with a ceramic lamp, books, a small plant, and decorative sculpture. Behind the chair, a wooden bookshelf holds books, framed botanical prints, a lit candle, and a trailing green plant. The warm color palette and soft ambient lighting create an inviting and personalized interior design aesthetic.","cozy, living room, interior design, warm colors, textured fabrics, armchair, blanket, decorative pillow, wooden side table, ceramic lamp, books, plant, decorative sculpture, bookshelf, framed art, botanical prints, candle, green plant, soft lighting, ambient lighting, vertical format, home decor, inviting, comfortable, rustic, natural materials, personalized decor, calm atmosphere, relaxing, textured blanket, patterned pillow, earth tones, warm ambiance, interior styling, cozy corner, reading nook, home interior",Interior Design,[]
packet-2026-06-14-003-1.jpg,Collection of Polka Dot and Crochet Hair Accessories on Neutral Background,"A curated collection of playful hair accessories featuring polka dot patterns and crochet textures. The assortment includes bows, scrunchies, and snap clips in various colors and vintage-inspired designs, all arranged neatly on a smooth neutral fabric background. The image highlights the detailed textures and patterns with soft diffused lighting and sharp focus, ideal for fashion blogs and online boutiques.","hair accessories, polka dots, crochet, hair clips, scrunchie, bow, vintage style, fabric accessories, handmade, textured, patterned, blue, yellow, neutral background, fashion, style, women's accessories, cute, playful, macro, close up, craft, decorative, elegant, colorful, soft lighting, detailed, small items, accessory set, flat lay, no people, no brands, clean composition, polka dot pattern, crochet edging, handcrafted, textile, boutique, fashion blog",Fashion,False
packet-2026-06-14-003-2.jpg,Vertical Arrangement of Vintage-Inspired Hair Accessories on Neutral Background,"A vertical display of various hair accessories featuring vintage-inspired designs including polka dots, floral prints, and crochet textures. The collection includes scrunchies, bow clips, and hairpins in soft, muted colors arranged neatly on a clean, neutral fabric background. The image highlights fabric textures and intricate crochet details with portrait lighting and sharp focus, suitable for product catalogues and promotional materials.","hair accessories, vintage style, scrunchies, bow clips, hairpins, crochet, polka dots, floral print, fabric texture, neutral background, product display, portrait orientation, handmade, craft, fashion accessories, soft colors, blue scrunchie, mustard bow, pink velvet bow, patterned hair clips, textile, hair styling, women's accessories, elegant, decorative, close-up, high resolution, sharp detail, no people, no brands, minimalist, natural lighting, creative design, retro, stylish",Fashion,False
