filename,title,description,keywords,category,releases_needed
prompt_001_01.jpg,Minimalistic Home Office with Ergonomic Chair and Natural Light,"A bright and airy minimalistic home office setup featuring a modern ergonomic chair, a clean wooden desk with a laptop, coffee cup, and potted plants. Natural sunlight streams through a large window with beige curtains, illuminating the neutral color palette and wooden floor, creating a calm and productive workspace.","home office, minimalistic, ergonomic chair, modern furniture, clean desk, wooden desk, laptop, coffee cup, potted plants, indoor plants, natural light, large window, beige curtains, neutral colors, bright, airy, workspace, productivity, interior design, minimal decor, stylish office, comfortable chair, wooden floor, calm environment, organized, work from home, scandinavian style, contemporary, simple design, clean lines, relaxing space, natural tones, daylight, office setup, home workspace, desk setup, plant decor",Interiors,False
prompt_001_02.jpg,Minimalistic Home Office with Ergonomic Chair and Natural Light,"A bright and inviting minimalistic home office setup featuring an ergonomic office chair, a clean wooden desk with a closed laptop, a coffee mug, and a notebook. The space is decorated with indoor plants on the desk and windowsill, with natural sunlight streaming through a large window. Neutral colors and a tidy environment create a calm and productive workspace.","home office, minimalistic, ergonomic chair, office chair, wooden desk, clean desk, laptop, closed laptop, coffee mug, notebook, indoor plants, green plants, natural light, sunlight, window, curtains, neutral colors, bright, inviting, tidy, organized, workspace, work from home, productivity, modern interior, contemporary, stylish, calm, relaxing, wood floor, basket, plant pot, decor, interior design, home decor, office setup, comfortable chair, daylight",Interiors,False
prompt_001_03.jpg,Minimalistic Home Office Setup with Ergonomic Chair and Natural Light,"A bright and airy minimalistic home office corner featuring an ergonomic chair, clean wooden desk with a laptop, a notebook, a coffee cup, and potted plants. Natural sunlight streams through a large window, illuminating the neutral-toned room with soft natural lighting. The workspace is styled with simplicity and balance, promoting productivity and comfort in a remote work environment.","home office, ergonomic chair, minimalistic, clean desk, laptop, potted plants, natural light, window, neutral tones, bright, airy, remote work, work from home, productivity, workspace, interior design, wooden desk, notebook, coffee cup, indoor plants, stylized, modern office, natural sunlight, calm, organized, comfortable chair, home workspace, desk setup, plant decor, soft lighting, balanced composition, square format, social media, work-life balance, office corner",Interiors,[]
prompt_001_04.jpg,Minimalistic Home Office with Ergonomic Chair and Natural Light,"A clean and minimalistic home office setup featuring an ergonomic adjustable chair, a wooden desk with a laptop, keyboard, mouse, and a coffee mug. The space is bright with natural sunlight coming through a large window, complemented by indoor plants on the desk and windowsill. The neutral color palette and simple decor create a calm and productive work environment.","home office, ergonomic chair, adjustable chair, wooden desk, laptop, keyboard, mouse, coffee mug, indoor plants, natural light, sunlight, minimalistic, clean workspace, neutral colors, modern office, work from home, office furniture, stylish office, comfortable chair, healthy posture, workspace design, interior design, plant decor, bright room, organized desk, home workspace, office setup, productive environment, contemporary style, wood flooring, shelf with books, woven basket, cozy office, natural tones, soft shadows, high detail, 4k resolution",Interiors,[]
prompt_002_01.jpg,Zero Waste Kitchen with Reusable Containers and Fresh Vegetables,"A bright and clean zero waste kitchen scene featuring reusable glass jars filled with dry goods, cloth produce bags containing fresh fruits and vegetables, a wooden cutting board with fresh carrots, tomatoes, and herbs, a compost bin with food scraps, and natural wood and linen textures. The kitchen is illuminated by natural light from a window with potted herbs on the sill, showcasing sustainable and eco-friendly kitchen practices.","zero waste, sustainable kitchen, eco friendly, reusable jars, glass containers, cloth produce bags, fresh vegetables, carrots, tomatoes, herbs, cutting board, compost bin, food scraps, natural light, wooden countertop, linen towel, potted herbs, kitchen interior, clean kitchen, organized kitchen, healthy food, organic, kitchen storage, minimal waste, environmentally friendly, green living, natural textures, rustic kitchen, home cooking, fresh produce, zero waste lifestyle, kitchen decor, sustainable living, eco conscious, bulk food storage, plant pots, bright kitchen, waste reduction, kitchen organization",Home & Garden,False
prompt_002_03.jpg,Zero Waste Kitchen Corner with Fresh Vegetables and Glass Jars,"A stylized zero waste kitchen scene featuring a wooden countertop with fresh vegetables including carrots, kale, cauliflower, onions, and garlic on a wooden cutting board. Glass jars with wooden lids hold various dry goods such as lentils, oats, pasta, and beans. Cloth produce bags contain potatoes and greens, and a compost bin with food scraps is visible. Natural textures like wood and linen, bright natural lighting, and a clean, eco-friendly kitchen atmosphere emphasize sustainability.","zero waste, kitchen, sustainability, eco friendly, glass jars, dry goods, cloth bags, produce bags, fresh vegetables, carrots, kale, cauliflower, onions, garlic, wooden cutting board, compost bin, food scraps, natural textures, wood, linen, bright lighting, natural light, organic, healthy food, environmentally friendly, minimal waste, clean kitchen, pantry storage, food storage, rustic kitchen, zero waste lifestyle, eco kitchen, sustainable living, kitchen organization, vegetables, plant based, green living, reusable bags, plastic free",Food and Drink,False
prompt_002_04.jpg,Zero Waste Kitchen with Fresh Vegetables and Reusable Containers,"A bright and warm zero waste kitchen scene featuring a wooden countertop with fresh vegetables including carrots, tomatoes, zucchini, and kale on a wooden cutting board. Nearby, glass jars with wooden lids contain various dry goods such as lentils, chickpeas, oats, rice, and grains. A cloth produce bag holds apples, and a compost bin with food scraps is placed by the window. The kitchen is illuminated by natural sunlight, showcasing natural wood and linen textures in a clean, eco-friendly setting without people, brands, or logos.","zero waste, kitchen, sustainable, eco friendly, reusable containers, glass jars, cloth produce bags, wooden cutting board, fresh vegetables, carrots, tomatoes, zucchini, kale, compost bin, food scraps, natural light, wood texture, linen texture, dry goods, lentils, chickpeas, oats, rice, grains, apples, clean kitchen, minimalist, organic, healthy lifestyle, environmentally friendly, natural materials, zero waste lifestyle, sustainable living, green kitchen, home cooking, healthy food, natural colors",Food & Drink,False
prompt_003_01.jpg,Cozy Indoor Meditation Corner with Cushions and Plants,"A warm and inviting indoor meditation space featuring soft cushions, lit candles, incense smoke, abstract wall art, and a variety of indoor plants. The room is softly lit with natural warm light filtering through sheer curtains, creating a calm and peaceful atmosphere ideal for mindfulness and relaxation.","meditation, mindfulness, indoor, cozy, cushions, candles, incense, incense smoke, abstract art, wall art, indoor plants, greenery, relaxation, calm, peaceful, warm lighting, natural light, soft light, decor, boho, wellness, yoga, zen, spiritual, serene, home interior, floor seating, textiles, blankets, pillows, wooden furniture, rustic, natural materials, earth tones, comfortable, quiet space, meditation space, relaxing atmosphere",Lifestyle,False
prompt_003_02.jpg,"Cozy Indoor Meditation Space with Cushions, Candles, and Plants","A warm and inviting indoor meditation corner featuring a large gray floor cushion topped with a smaller beige cushion and a rust-colored throw blanket. The space includes lit candles, incense sticks emitting smoke, a wooden bench with potted plants, abstract wall art, and natural light streaming through a window with sheer curtains. The setting is calm and minimalist, designed for mindfulness and relaxation.","meditation, mindfulness, indoor, cozy, cushions, floor cushion, throw blanket, candles, lit candles, incense, incense sticks, smoke, plants, potted plants, indoor plants, wooden bench, abstract art, wall art, natural light, sheer curtains, calm, relaxation, wellness, minimalist, warm lighting, rust color, beige, gray cushion, woven rug, wooden floor, basket, decor, zen, peaceful, serene, home interior, quiet, soft lighting, stylized",Lifestyle,False
prompt_003_04.jpg,"Cozy Meditation Corner with Cushions, Candles, Incense, and Indoor Plants","A serene and cozy meditation space featuring soft cushions stacked on a woven rug, lit candles, burning incense, and lush indoor plants. The warm natural light filters through a window with beige curtains, illuminating abstract wall art and creating a peaceful atmosphere ideal for mindfulness and relaxation.","meditation, mindfulness, cozy, cushions, candles, incense, indoor plants, abstract art, warm lighting, natural light, serene, relaxation, calm, wellness, spa, yoga, zen, peaceful, home interior, decor, boho, minimalist, soft shadows, earth tones, woven rug, potted plants, greenery, calming space, quiet corner, meditation space, comfort, tranquil, natural materials, wooden floor, blanket, stacked pillows, burning incense, relaxing atmosphere",Lifestyle,False
